Date,DTB3,DFF,ECBDFR,ECBMRRFR,IR3TIB01JPM156N,IR3TIB01GBM156N,IR3TIB01CAM156N,IR3TIB01SEM156N,IR3TIB01CHM156N,IR3TIB01EZM156N,IR3TIB01USM156N
2014-03-09,,0.08,0.0,0.25,,,,,,,
2014-03-10,0.05,0.08,0.0,0.25,,,,,,,
2014-03-11,0.05,0.08,0.0,0.25,,,,,,,
2014-03-12,0.05,0.08,0.0,0.25,,,,,,,
2014-03-13,0.05,0.08,0.0,0.25,,,,,,,
2014-03-14,0.05,0.08,0.0,0.25,,,,,,,
2014-03-15,,0.08,0.0,0.25,,,,,,,
2014-03-16,,0.08,0.0,0.25,,,,,,,
2014-03-17,0.06,0.08,0.0,0.25,,,,,,,
2014-03-18,0.05,0.08,0.0,0.25,,,,,,,
2014-03-19,0.06,0.08,0.0,0.25,,,,,,,
2014-03-20,0.06,0.08,0.0,0.25,,,,,,,
2014-03-21,0.06,0.08,0.0,0.25,,,,,,,
2014-03-22,,0.08,0.0,0.25,,,,,,,
2014-03-23,,0.08,0.0,0.25,,,,,,,
2014-03-24,0.06,0.09,0.0,0.25,,,,,,,
2014-03-25,0.05,0.09,0.0,0.25,,,,,,,
2014-03-26,0.05,0.08,0.0,0.25,,,,,,,
2014-03-27,0.04,0.08,0.0,0.25,,,,,,,
2014-03-28,0.04,0.08,0.0,0.25,,,,,,,
2014-03-29,,0.08,0.0,0.25,,,,,,,
2014-03-30,,0.08,0.0,0.25,,,,,,,
2014-03-31,0.05,0.06,0.0,0.25,,,,,,,
2014-04-01,0.04,0.08,0.0,0.25,0.212,0.52665,0.926,0.7,-0.0292094,0.32975,0.12
2014-04-02,0.02,0.09,0.0,0.25,,,,,,,
2014-04-03,0.02,0.08,0.0,0.25,,,,,,,
2014-04-04,0.03,0.08,0.0,0.25,,,,,,,
2014-04-05,,0.08,0.0,0.25,,,,,,,
2014-04-06,,0.08,0.0,0.25,,,,,,,
2014-04-07,0.03,0.09,0.0,0.25,,,,,,,
2014-04-08,0.03,0.08,0.0,0.25,,,,,,,
2014-04-09,0.04,0.08,0.0,0.25,,,,,,,
2014-04-10,0.04,0.08,0.0,0.25,,,,,,,
2014-04-11,0.04,0.09,0.0,0.25,,,,,,,
2014-04-12,,0.09,0.0,0.25,,,,,,,
2014-04-13,,0.09,0.0,0.25,,,,,,,
2014-04-14,0.04,0.09,0.0,0.25,,,,,,,
2014-04-15,0.04,0.1,0.0,0.25,,,,,,,
2014-04-16,0.04,0.09,0.0,0.25,,,,,,,
2014-04-17,0.03,0.09,0.0,0.25,,,,,,,
2014-04-18,,0.1,0.0,0.25,,,,,,,
2014-04-19,,0.1,0.0,0.25,,,,,,,
2014-04-20,,0.1,0.0,0.25,,,,,,,
2014-04-21,0.04,0.1,0.0,0.25,,,,,,,
2014-04-22,0.03,0.1,0.0,0.25,,,,,,,
2014-04-23,0.02,0.1,0.0,0.25,,,,,,,
2014-04-24,0.01,0.1,0.0,0.25,,,,,,,
2014-04-25,0.03,0.09,0.0,0.25,,,,,,,
2014-04-26,,0.09,0.0,0.25,,,,,,,
2014-04-27,,0.09,0.0,0.25,,,,,,,
2014-04-28,0.03,0.09,0.0,0.25,,,,,,,
2014-04-29,0.02,0.1,0.0,0.25,,,,,,,
2014-04-30,0.03,0.09,0.0,0.25,,,,,,,
2014-05-01,0.03,0.09,0.0,0.25,0.21,0.52744,0.925,0.66,-0.03160255,0.324571428571429,0.11
2014-05-02,0.02,0.09,0.0,0.25,,,,,,,
2014-05-03,,0.09,0.0,0.25,,,,,,,
2014-05-04,,0.09,0.0,0.25,,,,,,,
2014-05-05,0.03,0.09,0.0,0.25,,,,,,,
2014-05-06,0.03,0.09,0.0,0.25,,,,,,,
2014-05-07,0.03,0.08,0.0,0.25,,,,,,,
2014-05-08,0.03,0.08,0.0,0.25,,,,,,,
2014-05-09,0.03,0.08,0.0,0.25,,,,,,,
2014-05-10,,0.08,0.0,0.25,,,,,,,
2014-05-11,,0.08,0.0,0.25,,,,,,,
2014-05-12,0.03,0.08,0.0,0.25,,,,,,,
2014-05-13,0.03,0.09,0.0,0.25,,,,,,,
2014-05-14,0.03,0.08,0.0,0.25,,,,,,,
2014-05-15,0.03,0.09,0.0,0.25,,,,,,,
2014-05-16,0.03,0.09,0.0,0.25,,,,,,,
2014-05-17,,0.09,0.0,0.25,,,,,,,
2014-05-18,,0.09,0.0,0.25,,,,,,,
2014-05-19,0.03,0.09,0.0,0.25,,,,,,,
2014-05-20,0.03,0.09,0.0,0.25,,,,,,,
2014-05-21,0.04,0.09,0.0,0.25,,,,,,,
2014-05-22,0.03,0.09,0.0,0.25,,,,,,,
2014-05-23,0.04,0.09,0.0,0.25,,,,,,,
2014-05-24,,0.09,0.0,0.25,,,,,,,
2014-05-25,,0.09,0.0,0.25,,,,,,,
2014-05-26,,0.09,0.0,0.25,,,,,,,
2014-05-27,0.04,0.09,0.0,0.25,,,,,,,
2014-05-28,0.04,0.09,0.0,0.25,,,,,,,
2014-05-29,0.04,0.09,0.0,0.25,,,,,,,
2014-05-30,0.04,0.08,0.0,0.25,,,,,,,
2014-05-31,,0.08,0.0,0.25,,,,,,,
2014-06-01,,0.08,0.0,0.25,0.21,0.54394,0.935,0.58,-0.012441,0.241428571428571,0.11
2014-06-02,0.04,0.09,0.0,0.25,,,,,,,
2014-06-03,0.04,0.1,0.0,0.25,,,,,,,
2014-06-04,0.04,0.09,0.0,0.25,,,,,,,
2014-06-05,0.04,0.09,0.0,0.25,,,,,,,
2014-06-06,0.04,0.09,0.0,0.25,,,,,,,
2014-06-07,,0.09,0.0,0.25,,,,,,,
2014-06-08,,0.09,0.0,0.25,,,,,,,
2014-06-09,0.04,0.09,0.0,0.25,,,,,,,
2014-06-10,0.04,0.09,0.0,0.25,,,,,,,
2014-06-11,0.04,0.09,-0.1,0.15,,,,,,,
2014-06-12,0.04,0.09,-0.1,0.15,,,,,,,
2014-06-13,0.04,0.1,-0.1,0.15,,,,,,,
2014-06-14,,0.1,-0.1,0.15,,,,,,,
2014-06-15,,0.1,-0.1,0.15,,,,,,,
2014-06-16,0.04,0.1,-0.1,0.15,,,,,,,
2014-06-17,0.04,0.1,-0.1,0.15,,,,,,,
2014-06-18,0.03,0.1,-0.1,0.15,,,,,,,
2014-06-19,0.02,0.1,-0.1,0.15,,,,,,,
2014-06-20,0.02,0.1,-0.1,0.15,,,,,,,
2014-06-21,,0.1,-0.1,0.15,,,,,,,
2014-06-22,,0.1,-0.1,0.15,,,,,,,
2014-06-23,0.03,0.1,-0.1,0.15,,,,,,,
2014-06-24,0.03,0.1,-0.1,0.15,,,,,,,
2014-06-25,0.03,0.1,-0.1,0.15,,,,,,,
2014-06-26,0.04,0.1,-0.1,0.15,,,,,,,
2014-06-27,0.03,0.1,-0.1,0.15,,,,,,,
2014-06-28,,0.1,-0.1,0.15,,,,,,,
2014-06-29,,0.1,-0.1,0.15,,,,,,,
2014-06-30,0.04,0.09,-0.1,0.15,,,,,,,
2014-07-01,0.02,0.1,-0.1,0.15,0.21,0.55641,0.948,0.26,0.0333333333333333,0.20504347826087,0.13
2014-07-02,0.02,0.1,-0.1,0.15,,,,,,,
2014-07-03,0.01,0.09,-0.1,0.15,,,,,,,
2014-07-04,,0.09,-0.1,0.15,,,,,,,
2014-07-05,,0.09,-0.1,0.15,,,,,,,
2014-07-06,,0.09,-0.1,0.15,,,,,,,
2014-07-07,0.04,0.1,-0.1,0.15,,,,,,,
2014-07-08,0.03,0.09,-0.1,0.15,,,,,,,
2014-07-09,0.03,0.09,-0.1,0.15,,,,,,,
2014-07-10,0.02,0.09,-0.1,0.15,,,,,,,
2014-07-11,0.02,0.09,-0.1,0.15,,,,,,,
2014-07-12,,0.09,-0.1,0.15,,,,,,,
2014-07-13,,0.09,-0.1,0.15,,,,,,,
2014-07-14,0.03,0.09,-0.1,0.15,,,,,,,
2014-07-15,0.02,0.09,-0.1,0.15,,,,,,,
2014-07-16,0.02,0.09,-0.1,0.15,,,,,,,
2014-07-17,0.02,0.09,-0.1,0.15,,,,,,,
2014-07-18,0.02,0.09,-0.1,0.15,,,,,,,
2014-07-19,,0.09,-0.1,0.15,,,,,,,
2014-07-20,,0.09,-0.1,0.15,,,,,,,
2014-07-21,0.03,0.1,-0.1,0.15,,,,,,,
2014-07-22,0.03,0.09,-0.1,0.15,,,,,,,
2014-07-23,0.03,0.09,-0.1,0.15,,,,,,,
2014-07-24,0.03,0.09,-0.1,0.15,,,,,,,
2014-07-25,0.03,0.09,-0.1,0.15,,,,,,,
2014-07-26,,0.09,-0.1,0.15,,,,,,,
2014-07-27,,0.09,-0.1,0.15,,,,,,,
2014-07-28,0.04,0.09,-0.1,0.15,,,,,,,
2014-07-29,0.02,0.09,-0.1,0.15,,,,,,,
2014-07-30,0.04,0.09,-0.1,0.15,,,,,,,
2014-07-31,0.03,0.08,-0.1,0.15,,,,,,,
2014-08-01,0.03,0.09,-0.1,0.15,0.21,0.56119,0.95,0.22,0.038,0.191571428571429,0.13
2014-08-02,,0.09,-0.1,0.15,,,,,,,
2014-08-03,,0.09,-0.1,0.15,,,,,,,
2014-08-04,0.04,0.09,-0.1,0.15,,,,,,,
2014-08-05,0.03,0.09,-0.1,0.15,,,,,,,
2014-08-06,0.03,0.09,-0.1,0.15,,,,,,,
2014-08-07,0.03,0.09,-0.1,0.15,,,,,,,
2014-08-08,0.03,0.09,-0.1,0.15,,,,,,,
2014-08-09,,0.09,-0.1,0.15,,,,,,,
2014-08-10,,0.09,-0.1,0.15,,,,,,,
2014-08-11,0.04,0.09,-0.1,0.15,,,,,,,
2014-08-12,0.03,0.09,-0.1,0.15,,,,,,,
2014-08-13,0.04,0.09,-0.1,0.15,,,,,,,
2014-08-14,0.04,0.09,-0.1,0.15,,,,,,,
2014-08-15,0.03,0.09,-0.1,0.15,,,,,,,
2014-08-16,,0.09,-0.1,0.15,,,,,,,
2014-08-17,,0.09,-0.1,0.15,,,,,,,
2014-08-18,0.03,0.09,-0.1,0.15,,,,,,,
2014-08-19,0.03,0.09,-0.1,0.15,,,,,,,
2014-08-20,0.04,0.09,-0.1,0.15,,,,,,,
2014-08-21,0.02,0.09,-0.1,0.15,,,,,,,
2014-08-22,0.03,0.09,-0.1,0.15,,,,,,,
2014-08-23,,0.09,-0.1,0.15,,,,,,,
2014-08-24,,0.09,-0.1,0.15,,,,,,,
2014-08-25,0.04,0.09,-0.1,0.15,,,,,,,
2014-08-26,0.03,0.09,-0.1,0.15,,,,,,,
2014-08-27,0.04,0.09,-0.1,0.15,,,,,,,
2014-08-28,0.03,0.09,-0.1,0.15,,,,,,,
2014-08-29,0.03,0.07,-0.1,0.15,,,,,,,
2014-08-30,,0.07,-0.1,0.15,,,,,,,
2014-08-31,,0.07,-0.1,0.15,,,,,,,
2014-09-01,,0.07,-0.1,0.15,0.21,0.56291,0.9275,0.19,0.025,0.0970909090909091,0.12
2014-09-02,0.03,0.09,-0.1,0.15,,,,,,,
2014-09-03,0.03,0.09,-0.1,0.15,,,,,,,
2014-09-04,0.03,0.09,-0.1,0.15,,,,,,,
2014-09-05,0.03,0.09,-0.1,0.15,,,,,,,
2014-09-06,,0.09,-0.1,0.15,,,,,,,
2014-09-07,,0.09,-0.1,0.15,,,,,,,
2014-09-08,0.02,0.09,-0.1,0.15,,,,,,,
2014-09-09,0.02,0.09,-0.1,0.15,,,,,,,
2014-09-10,0.02,0.09,-0.2,0.05,,,,,,,
2014-09-11,0.02,0.09,-0.2,0.05,,,,,,,
2014-09-12,0.02,0.09,-0.2,0.05,,,,,,,
2014-09-13,,0.09,-0.2,0.05,,,,,,,
2014-09-14,,0.09,-0.2,0.05,,,,,,,
2014-09-15,0.02,0.09,-0.2,0.05,,,,,,,
2014-09-16,0.02,0.09,-0.2,0.05,,,,,,,
2014-09-17,0.02,0.09,-0.2,0.05,,,,,,,
2014-09-18,0.02,0.09,-0.2,0.05,,,,,,,
2014-09-19,0.02,0.09,-0.2,0.05,,,,,,,
2014-09-20,,0.09,-0.2,0.05,,,,,,,
2014-09-21,,0.09,-0.2,0.05,,,,,,,
2014-09-22,0.01,0.09,-0.2,0.05,,,,,,,
2014-09-23,0.01,0.09,-0.2,0.05,,,,,,,
2014-09-24,0.02,0.09,-0.2,0.05,,,,,,,
2014-09-25,0.01,0.09,-0.2,0.05,,,,,,,
2014-09-26,0.01,0.09,-0.2,0.05,,,,,,,
2014-09-27,,0.09,-0.2,0.05,,,,,,,
2014-09-28,,0.09,-0.2,0.05,,,,,,,
2014-09-29,0.02,0.08,-0.2,0.05,,,,,,,
2014-09-30,0.02,0.07,-0.2,0.05,,,,,,,
2014-10-01,0.02,0.09,-0.2,0.05,0.192,0.55836,0.894,0.14,0.04,0.0826086956521739,0.12
2014-10-02,0.01,0.09,-0.2,0.05,,,,,,,
2014-10-03,0.01,0.09,-0.2,0.05,,,,,,,
2014-10-04,,0.09,-0.2,0.05,,,,,,,
2014-10-05,,0.09,-0.2,0.05,,,,,,,
2014-10-06,0.02,0.09,-0.2,0.05,,,,,,,
2014-10-07,0.02,0.09,-0.2,0.05,,,,,,,
2014-10-08,0.01,0.09,-0.2,0.05,,,,,,,
2014-10-09,0.01,0.08,-0.2,0.05,,,,,,,
2014-10-10,0.01,0.09,-0.2,0.05,,,,,,,
2014-10-11,,0.09,-0.2,0.05,,,,,,,
2014-10-12,,0.09,-0.2,0.05,,,,,,,
2014-10-13,,0.09,-0.2,0.05,,,,,,,
2014-10-14,0.02,0.09,-0.2,0.05,,,,,,,
2014-10-15,0.02,0.09,-0.2,0.05,,,,,,,
2014-10-16,0.03,0.09,-0.2,0.05,,,,,,,
2014-10-17,0.02,0.09,-0.2,0.05,,,,,,,
2014-10-18,,0.09,-0.2,0.05,,,,,,,
2014-10-19,,0.09,-0.2,0.05,,,,,,,
2014-10-20,0.02,0.09,-0.2,0.05,,,,,,,
2014-10-21,0.02,0.09,-0.2,0.05,,,,,,,
2014-10-22,0.02,0.09,-0.2,0.05,,,,,,,
2014-10-23,0.01,0.09,-0.2,0.05,,,,,,,
2014-10-24,0.01,0.09,-0.2,0.05,,,,,,,
2014-10-25,,0.09,-0.2,0.05,,,,,,,
2014-10-26,,0.09,-0.2,0.05,,,,,,,
2014-10-27,0.02,0.09,-0.2,0.05,,,,,,,
2014-10-28,0.02,0.09,-0.2,0.05,,,,,,,
2014-10-29,0.03,0.09,-0.2,0.05,,,,,,,
2014-10-30,0.01,0.09,-0.2,0.05,,,,,,,
2014-10-31,0.01,0.07,-0.2,0.05,,,,,,,
2014-11-01,,0.07,-0.2,0.05,0.182,0.55628,0.9025,0.05,0.0414285714285714,0.0809,0.13
2014-11-02,,0.07,-0.2,0.05,,,,,,,
2014-11-03,0.02,0.09,-0.2,0.05,,,,,,,
2014-11-04,0.03,0.1,-0.2,0.05,,,,,,,
2014-11-05,0.03,0.09,-0.2,0.05,,,,,,,
2014-11-06,0.03,0.09,-0.2,0.05,,,,,,,
2014-11-07,0.03,0.09,-0.2,0.05,,,,,,,
2014-11-08,,0.09,-0.2,0.05,,,,,,,
2014-11-09,,0.09,-0.2,0.05,,,,,,,
2014-11-10,0.02,0.09,-0.2,0.05,,,,,,,
2014-11-11,,0.09,-0.2,0.05,,,,,,,
2014-11-12,0.02,0.09,-0.2,0.05,,,,,,,
2014-11-13,0.02,0.09,-0.2,0.05,,,,,,,
2014-11-14,0.02,0.09,-0.2,0.05,,,,,,,
2014-11-15,,0.09,-0.2,0.05,,,,,,,
2014-11-16,,0.09,-0.2,0.05,,,,,,,
2014-11-17,0.03,0.1,-0.2,0.05,,,,,,,
2014-11-18,0.02,0.11,-0.2,0.05,,,,,,,
2014-11-19,0.01,0.1,-0.2,0.05,,,,,,,
2014-11-20,0.02,0.1,-0.2,0.05,,,,,,,
2014-11-21,0.01,0.1,-0.2,0.05,,,,,,,
2014-11-22,,0.1,-0.2,0.05,,,,,,,
2014-11-23,,0.1,-0.2,0.05,,,,,,,
2014-11-24,0.02,0.1,-0.2,0.05,,,,,,,
2014-11-25,0.02,0.1,-0.2,0.05,,,,,,,
2014-11-26,0.02,0.1,-0.2,0.05,,,,,,,
2014-11-27,,0.1,-0.2,0.05,,,,,,,
2014-11-28,0.02,0.08,-0.2,0.05,,,,,,,
2014-11-29,,0.08,-0.2,0.05,,,,,,,
2014-11-30,,0.08,-0.2,0.05,,,,,,,
2014-12-01,0.03,0.13,-0.2,0.05,0.179,0.55818,0.902,0.06,0.040234375,0.0809047619047619,0.15
2014-12-02,0.03,0.12,-0.2,0.05,,,,,,,
2014-12-03,0.01,0.12,-0.2,0.05,,,,,,,
2014-12-04,0.02,0.12,-0.2,0.05,,,,,,,
2014-12-05,0.02,0.12,-0.2,0.05,,,,,,,
2014-12-06,,0.12,-0.2,0.05,,,,,,,
2014-12-07,,0.12,-0.2,0.05,,,,,,,
2014-12-08,0.03,0.12,-0.2,0.05,,,,,,,
2014-12-09,0.04,0.12,-0.2,0.05,,,,,,,
2014-12-10,0.03,0.12,-0.2,0.05,,,,,,,
2014-12-11,0.03,0.12,-0.2,0.05,,,,,,,
2014-12-12,0.02,0.12,-0.2,0.05,,,,,,,
2014-12-13,,0.12,-0.2,0.05,,,,,,,
2014-12-14,,0.12,-0.2,0.05,,,,,,,
2014-12-15,0.04,0.11,-0.2,0.05,,,,,,,
2014-12-16,0.03,0.12,-0.2,0.05,,,,,,,
2014-12-17,0.03,0.13,-0.2,0.05,,,,,,,
2014-12-18,0.04,0.13,-0.2,0.05,,,,,,,
2014-12-19,0.04,0.13,-0.2,0.05,,,,,,,
2014-12-20,,0.13,-0.2,0.05,,,,,,,
2014-12-21,,0.13,-0.2,0.05,,,,,,,
2014-12-22,0.05,0.13,-0.2,0.05,,,,,,,
2014-12-23,0.03,0.13,-0.2,0.05,,,,,,,
2014-12-24,0.01,0.13,-0.2,0.05,,,,,,,
2014-12-25,,0.13,-0.2,0.05,,,,,,,
2014-12-26,0.01,0.13,-0.2,0.05,,,,,,,
2014-12-27,,0.13,-0.2,0.05,,,,,,,
2014-12-28,,0.13,-0.2,0.05,,,,,,,
2014-12-29,0.03,0.13,-0.2,0.05,,,,,,,
2014-12-30,0.03,0.13,-0.2,0.05,,,,,,,
2014-12-31,0.04,0.06,-0.2,0.05,,,,,,,
2015-01-01,,0.06,-0.2,0.05,0.173,0.5626,0.765,0.11,-0.416666666666667,0.0626666666666667,0.16
2015-01-02,0.02,0.12,-0.2,0.05,,,,,,,
2015-01-03,,0.12,-0.2,0.05,,,,,,,
2015-01-04,,0.12,-0.2,0.05,,,,,,,
2015-01-05,0.03,0.12,-0.2,0.05,,,,,,,
2015-01-06,0.03,0.12,-0.2,0.05,,,,,,,
2015-01-07,0.03,0.12,-0.2,0.05,,,,,,,
2015-01-08,0.03,0.12,-0.2,0.05,,,,,,,
2015-01-09,0.02,0.12,-0.2,0.05,,,,,,,
2015-01-10,,0.12,-0.2,0.05,,,,,,,
2015-01-11,,0.12,-0.2,0.05,,,,,,,
2015-01-12,0.03,0.12,-0.2,0.05,,,,,,,
2015-01-13,0.03,0.12,-0.2,0.05,,,,,,,
2015-01-14,0.04,0.12,-0.2,0.05,,,,,,,
2015-01-15,0.03,0.12,-0.2,0.05,,,,,,,
2015-01-16,0.03,0.13,-0.2,0.05,,,,,,,
2015-01-17,,0.13,-0.2,0.05,,,,,,,
2015-01-18,,0.13,-0.2,0.05,,,,,,,
2015-01-19,,0.13,-0.2,0.05,,,,,,,
2015-01-20,0.03,0.12,-0.2,0.05,,,,,,,
2015-01-21,0.03,0.12,-0.2,0.05,,,,,,,
2015-01-22,0.03,0.12,-0.2,0.05,,,,,,,
2015-01-23,0.02,0.12,-0.2,0.05,,,,,,,
2015-01-24,,0.12,-0.2,0.05,,,,,,,
2015-01-25,,0.12,-0.2,0.05,,,,,,,
2015-01-26,0.03,0.12,-0.2,0.05,,,,,,,
2015-01-27,0.02,0.11,-0.2,0.05,,,,,,,
2015-01-28,0.02,0.12,-0.2,0.05,,,,,,,
2015-01-29,0.03,0.11,-0.2,0.05,,,,,,,
2015-01-30,0.02,0.06,-0.2,0.05,,,,,,,
2015-01-31,,0.06,-0.2,0.05,,,,,,,
2015-02-01,,0.06,-0.2,0.05,0.171,0.56363,0.5325,-0.02,-0.675,0.0482,0.15
2015-02-02,0.02,0.12,-0.2,0.05,,,,,,,
2015-02-03,0.02,0.12,-0.2,0.05,,,,,,,
2015-02-04,0.01,0.11,-0.2,0.05,,,,,,,
2015-02-05,0.02,0.12,-0.2,0.05,,,,,,,
2015-02-06,0.02,0.11,-0.2,0.05,,,,,,,
2015-02-07,,0.11,-0.2,0.05,,,,,,,
2015-02-08,,0.11,-0.2,0.05,,,,,,,
2015-02-09,0.01,0.12,-0.2,0.05,,,,,,,
2015-02-10,0.01,0.12,-0.2,0.05,,,,,,,
2015-02-11,0.01,0.12,-0.2,0.05,,,,,,,
2015-02-12,0.02,0.12,-0.2,0.05,,,,,,,
2015-02-13,0.01,0.12,-0.2,0.05,,,,,,,
2015-02-14,,0.12,-0.2,0.05,,,,,,,
2015-02-15,,0.12,-0.2,0.05,,,,,,,
2015-02-16,,0.12,-0.2,0.05,,,,,,,
2015-02-17,0.02,0.12,-0.2,0.05,,,,,,,
2015-02-18,0.02,0.12,-0.2,0.05,,,,,,,
2015-02-19,0.02,0.12,-0.2,0.05,,,,,,,
2015-02-20,0.02,0.12,-0.2,0.05,,,,,,,
2015-02-21,,0.12,-0.2,0.05,,,,,,,
2015-02-22,,0.12,-0.2,0.05,,,,,,,
2015-02-23,0.02,0.11,-0.2,0.05,,,,,,,
2015-02-24,0.02,0.11,-0.2,0.05,,,,,,,
2015-02-25,0.02,0.11,-0.2,0.05,,,,,,,
2015-02-26,0.03,0.11,-0.2,0.05,,,,,,,
2015-02-27,0.02,0.06,-0.2,0.05,,,,,,,
2015-02-28,,0.06,-0.2,0.05,,,,,,,
2015-03-01,,0.06,-0.2,0.05,0.17,0.56436,0.5525,-0.11,-0.788842625,0.0271818181818182,0.14
2015-03-02,0.02,0.12,-0.2,0.05,,,,,,,
2015-03-03,0.02,0.12,-0.2,0.05,,,,,,,
2015-03-04,0.01,0.11,-0.2,0.05,,,,,,,
2015-03-05,0.02,0.11,-0.2,0.05,,,,,,,
2015-03-06,0.01,0.12,-0.2,0.05,,,,,,,
2015-03-07,,0.12,-0.2,0.05,,,,,,,
2015-03-08,,0.12,-0.2,0.05,,,,,,,
2015-03-09,0.02,0.12,-0.2,0.05,,,,,,,
2015-03-10,0.02,0.12,-0.2,0.05,,,,,,,
2015-03-11,0.03,0.11,-0.2,0.05,,,,,,,
2015-03-12,0.03,0.11,-0.2,0.05,,,,,,,
2015-03-13,0.03,0.11,-0.2,0.05,,,,,,,
2015-03-14,,0.11,-0.2,0.05,,,,,,,
2015-03-15,,0.11,-0.2,0.05,,,,,,,
2015-03-16,0.05,0.12,-0.2,0.05,,,,,,,
2015-03-17,0.05,0.12,-0.2,0.05,,,,,,,
2015-03-18,0.03,0.11,-0.2,0.05,,,,,,,
2015-03-19,0.03,0.12,-0.2,0.05,,,,,,,
2015-03-20,0.01,0.12,-0.2,0.05,,,,,,,
2015-03-21,,0.12,-0.2,0.05,,,,,,,
2015-03-22,,0.12,-0.2,0.05,,,,,,,
2015-03-23,0.03,0.12,-0.2,0.05,,,,,,,
2015-03-24,0.02,0.11,-0.2,0.05,,,,,,,
2015-03-25,0.04,0.12,-0.2,0.05,,,,,,,
2015-03-26,0.03,0.11,-0.2,0.05,,,,,,,
2015-03-27,0.04,0.12,-0.2,0.05,,,,,,,
2015-03-28,,0.12,-0.2,0.05,,,,,,,
2015-03-29,,0.12,-0.2,0.05,,,,,,,
2015-03-30,0.04,0.12,-0.2,0.05,,,,,,,
2015-03-31,0.03,0.06,-0.2,0.05,,,,,,,
2015-04-01,0.03,0.12,-0.2,0.05,0.17,0.5695,0.618,-0.26,-0.685416666666667,0.0047,0.13
2015-04-02,0.02,0.12,-0.2,0.05,,,,,,,
2015-04-03,0.02,0.12,-0.2,0.05,,,,,,,
2015-04-04,,0.12,-0.2,0.05,,,,,,,
2015-04-05,,0.12,-0.2,0.05,,,,,,,
2015-04-06,0.03,0.13,-0.2,0.05,,,,,,,
2015-04-07,0.02,0.12,-0.2,0.05,,,,,,,
2015-04-08,0.03,0.12,-0.2,0.05,,,,,,,
2015-04-09,0.03,0.12,-0.2,0.05,,,,,,,
2015-04-10,0.02,0.12,-0.2,0.05,,,,,,,
2015-04-11,,0.12,-0.2,0.05,,,,,,,
2015-04-12,,0.12,-0.2,0.05,,,,,,,
2015-04-13,0.03,0.13,-0.2,0.05,,,,,,,
2015-04-14,0.02,0.13,-0.2,0.05,,,,,,,
2015-04-15,0.02,0.13,-0.2,0.05,,,,,,,
2015-04-16,0.02,0.13,-0.2,0.05,,,,,,,
2015-04-17,0.01,0.13,-0.2,0.05,,,,,,,
2015-04-18,,0.13,-0.2,0.05,,,,,,,
2015-04-19,,0.13,-0.2,0.05,,,,,,,
2015-04-20,0.03,0.13,-0.2,0.05,,,,,,,
2015-04-21,0.03,0.13,-0.2,0.05,,,,,,,
2015-04-22,0.03,0.13,-0.2,0.05,,,,,,,
2015-04-23,0.03,0.13,-0.2,0.05,,,,,,,
2015-04-24,0.03,0.13,-0.2,0.05,,,,,,,
2015-04-25,,0.13,-0.2,0.05,,,,,,,
2015-04-26,,0.13,-0.2,0.05,,,,,,,
2015-04-27,0.02,0.13,-0.2,0.05,,,,,,,
2015-04-28,0.02,0.13,-0.2,0.05,,,,,,,
2015-04-29,0.01,0.13,-0.2,0.05,,,,,,,
2015-04-30,0.01,0.08,-0.2,0.05,,,,,,,
2015-05-01,0.01,0.13,-0.2,0.05,0.169,0.56798,0.6575,-0.27,-0.81541675,-0.0103684210526316,0.15
2015-05-02,,0.13,-0.2,0.05,,,,,,,
2015-05-03,,0.13,-0.2,0.05,,,,,,,
2015-05-04,0.02,0.13,-0.2,0.05,,,,,,,
2015-05-05,0.01,0.13,-0.2,0.05,,,,,,,
2015-05-06,0.02,0.13,-0.2,0.05,,,,,,,
2015-05-07,0.01,0.13,-0.2,0.05,,,,,,,
2015-05-08,0.01,0.13,-0.2,0.05,,,,,,,
2015-05-09,,0.13,-0.2,0.05,,,,,,,
2015-05-10,,0.13,-0.2,0.05,,,,,,,
2015-05-11,0.02,0.13,-0.2,0.05,,,,,,,
2015-05-12,0.03,0.13,-0.2,0.05,,,,,,,
2015-05-13,0.02,0.13,-0.2,0.05,,,,,,,
2015-05-14,0.01,0.13,-0.2,0.05,,,,,,,
2015-05-15,0.02,0.13,-0.2,0.05,,,,,,,
2015-05-16,,0.13,-0.2,0.05,,,,,,,
2015-05-17,,0.13,-0.2,0.05,,,,,,,
2015-05-18,0.02,0.13,-0.2,0.05,,,,,,,
2015-05-19,0.02,0.12,-0.2,0.05,,,,,,,
2015-05-20,0.02,0.12,-0.2,0.05,,,,,,,
2015-05-21,0.02,0.12,-0.2,0.05,,,,,,,
2015-05-22,0.02,0.13,-0.2,0.05,,,,,,,
2015-05-23,,0.13,-0.2,0.05,,,,,,,
2015-05-24,,0.13,-0.2,0.05,,,,,,,
2015-05-25,,0.13,-0.2,0.05,,,,,,,
2015-05-26,0.02,0.12,-0.2,0.05,,,,,,,
2015-05-27,0.01,0.12,-0.2,0.05,,,,,,,
2015-05-28,0.01,0.12,-0.2,0.05,,,,,,,
2015-05-29,0.01,0.08,-0.2,0.05,,,,,,,
2015-05-30,,0.08,-0.2,0.05,,,,,,,
2015-05-31,,0.08,-0.2,0.05,,,,,,,
2015-06-01,0.02,0.12,-0.2,0.05,0.169,0.57188,0.61,-0.32,-0.767575833333333,-0.0139090909090909,0.18
